Order_ID,Customer_ID,Product_ID,Seller_ID,Quantity,Order_Date,Shipping_Cost,Discount_Amount,Payment_Method,Total_Amount,Delivery_Status,Review_Rating
ORD_6136,CUST_2214,PROD_3031,SELL_749,4,2023-02-14,24.97,7.36,Net Banking,7514.73,Cancelled,2
ORD_6137,CUST_1320,PROD_6193,SELL_507,5,2023-02-14,12.04,29.67,Net Banking,7322.02,Pending,4
ORD_6138,CUST_4209,PROD_3536,SELL_311,3,2023-02-14,30.74,121.13,Credit Card,4057.44,Delivered,3
ORD_6139,CUST_1490,PROD_1265,SELL_14,3,2023-02-14,41.48,69.17,UPI,4736.4,Pending,3
ORD_6140,CUST_1592,PROD_1570,SELL_628,5,2023-02-14,20.46,88.28,Credit Card,2206.33,Pending,3
ORD_6141,CUST_1541,PROD_50,SELL_599,5,2023-02-14,22.36,173.05,Cash on Delivery,69.11,Pending,2
ORD_6142,CUST_1941,PROD_9255,SELL_396,2,2023-02-14,11.36,46.1,Net Banking,840.94,Cancelled,1
ORD_6143,CUST_3837,PROD_2921,SELL_807,4,2023-02-14,23.73,126.46,Credit Card,3828.51,Cancelled,4
ORD_6144,CUST_140,PROD_57,SELL_562,2,2023-02-14,7.93,100.94,UPI,944.19,Pending,5
ORD_6145,CUST_1304,PROD_909,SELL_376,1,2023-02-14,22.7,73.87,Cash on Delivery,502.76,Pending,3
ORD_6146,CUST_3190,PROD_4325,SELL_189,4,2023-02-14,6.77,93.63,Cash on Delivery,673.1,Delivered,1
ORD_6147,CUST_4575,PROD_1560,SELL_824,5,2023-02-14,3.84,92.32,Debit Card,702.12,Delivered,3
ORD_6148,CUST_3959,PROD_7957,SELL_455,5,2023-02-14,39.27,3.52,Debit Card,9316.0,Delivered,4
ORD_6149,CUST_3232,PROD_1813,SELL_92,5,2023-02-14,5.71,177.99,Debit Card,5645.02,Delivered,2
ORD_6150,CUST_4552,PROD_8798,SELL_763,5,2023-02-14,24.09,186.9,Debit Card,7109.39,Delivered,1
ORD_6151,CUST_4421,PROD_2971,SELL_126,1,2023-02-14,19.76,185.67,Debit Card,-11.29,Pending,5
ORD_6152,CUST_4927,PROD_347,SELL_517,2,2023-02-14,38.21,138.99,Cash on Delivery,735.02,Pending,2
ORD_6153,CUST_2634,PROD_9971,SELL_34,2,2023-02-14,44.95,199.01,Credit Card,1453.42,Cancelled,4
ORD_6154,CUST_2330,PROD_3640,SELL_582,1,2023-02-14,30.24,135.19,Credit Card,1548.25,Pending,1
ORD_6155,CUST_4796,PROD_6394,SELL_673,3,2023-02-14,40.47,161.54,Cash on Delivery,3408.67,Cancelled,2
ORD_6156,CUST_1273,PROD_3232,SELL_661,2,2023-02-14,6.99,184.06,Cash on Delivery,3603.01,Cancelled,3
ORD_6157,CUST_987,PROD_7719,SELL_762,2,2023-02-14,9.72,155.85,UPI,3006.77,Cancelled,1
ORD_6158,CUST_3938,PROD_7486,SELL_196,2,2023-02-14,44.97,140.05,Credit Card,1453.24,Pending,4
ORD_6159,CUST_3895,PROD_1212,SELL_855,4,2023-02-14,41.3,156.75,UPI,2630.99,Pending,1
ORD_6160,CUST_1278,PROD_6933,SELL_888,2,2023-02-14,31.24,20.61,UPI,2576.93,Delivered,3
ORD_6161,CUST_227,PROD_968,SELL_137,3,2023-02-14,31.39,62.15,UPI,4044.95,Delivered,1
ORD_6162,CUST_3475,PROD_3338,SELL_337,2,2023-02-14,23.58,47.67,Cash on Delivery,1796.25,Delivered,1
ORD_6163,CUST_626,PROD_3253,SELL_294,4,2023-02-14,39.49,150.92,UPI,4264.97,Delivered,4
ORD_6164,CUST_4893,PROD_6725,SELL_439,1,2023-02-14,46.35,174.74,UPI,1428.67,Cancelled,3
ORD_6165,CUST_4083,PROD_4971,SELL_318,5,2023-02-14,48.25,124.78,Net Banking,1802.57,Cancelled,4
ORD_6166,CUST_1823,PROD_1522,SELL_450,5,2023-02-14,18.67,79.45,Debit Card,4307.57,Pending,3
ORD_6167,CUST_3489,PROD_9201,SELL_497,1,2023-02-14,4.84,78.07,Debit Card,991.08,Delivered,5
ORD_6168,CUST_1892,PROD_9008,SELL_64,4,2023-02-14,21.87,134.87,UPI,2082.76,Cancelled,5
ORD_6169,CUST_2632,PROD_7273,SELL_370,5,2023-02-14,3.69,154.65,Debit Card,5632.24,Pending,2
ORD_6170,CUST_4323,PROD_1883,SELL_583,4,2023-02-14,5.36,161.06,Credit Card,1872.9,Cancelled,4
ORD_6171,CUST_3764,PROD_9184,SELL_214,4,2023-02-14,24.05,80.92,Cash on Delivery,3112.33,Pending,5
ORD_6172,CUST_4983,PROD_2079,SELL_929,5,2023-02-14,7.08,184.79,Debit Card,6101.14,Delivered,4
ORD_6173,CUST_2542,PROD_2107,SELL_109,4,2023-02-14,30.99,66.12,Cash on Delivery,3572.35,Cancelled,4
ORD_6174,CUST_4889,PROD_727,SELL_140,1,2023-02-14,28.64,173.85,Net Banking,417.36,Cancelled,3
ORD_6175,CUST_335,PROD_703,SELL_233,1,2023-02-14,27.35,153.75,Cash on Delivery,1850.26,Pending,5
ORD_6176,CUST_17,PROD_4004,SELL_880,2,2023-02-14,19.97,10.53,UPI,2974.64,Delivered,2
ORD_6177,CUST_3683,PROD_6139,SELL_554,5,2023-02-14,33.18,83.02,Cash on Delivery,3400.71,Delivered,2
ORD_6178,CUST_3224,PROD_2391,SELL_489,5,2023-02-14,23.17,186.13,Cash on Delivery,6877.49,Pending,5
ORD_6179,CUST_983,PROD_5387,SELL_189,4,2023-02-14,29.97,16.26,UPI,3368.87,Pending,2
ORD_6180,CUST_1548,PROD_6397,SELL_257,5,2023-02-14,43.87,183.71,Credit Card,174.11,Delivered,4
ORD_6181,CUST_2905,PROD_1582,SELL_968,1,2023-02-14,29.34,4.78,Credit Card,94.36,Pending,4
ORD_6182,CUST_337,PROD_3368,SELL_598,4,2023-02-14,36.44,172.2,Net Banking,-30.2,Delivered,3
ORD_6183,CUST_2171,PROD_9411,SELL_362,1,2023-02-15,40.19,126.87,UPI,216.26,Cancelled,4
ORD_6184,CUST_1486,PROD_7789,SELL_552,3,2023-02-15,5.58,107.9,UPI,2510.23,Delivered,4
ORD_6185,CUST_4541,PROD_7444,SELL_375,3,2023-02-15,17.36,137.75,Credit Card,1331.04,Cancelled,4
ORD_6186,CUST_4368,PROD_2161,SELL_519,2,2023-02-15,11.81,87.55,UPI,3393.5,Cancelled,5
ORD_6187,CUST_1811,PROD_5106,SELL_51,5,2023-02-15,27.64,150.99,Debit Card,6149.65,Pending,3
ORD_6188,CUST_3778,PROD_3781,SELL_266,5,2023-02-15,2.59,64.93,Cash on Delivery,7451.71,Cancelled,5
ORD_6189,CUST_1205,PROD_4757,SELL_874,4,2023-02-15,47.4,179.2,Debit Card,2935.0,Cancelled,3
ORD_6190,CUST_1424,PROD_1773,SELL_626,5,2023-02-15,21.22,171.1,UPI,6081.07,Cancelled,3
ORD_6191,CUST_2442,PROD_6919,SELL_446,2,2023-02-15,21.79,161.66,Cash on Delivery,1696.27,Pending,2
ORD_6192,CUST_3555,PROD_7783,SELL_916,5,2023-02-15,19.48,197.96,Credit Card,4706.27,Pending,3
ORD_6193,CUST_3227,PROD_7348,SELL_194,3,2023-02-15,14.84,39.99,Cash on Delivery,1730.0,Delivered,3
ORD_6194,CUST_1611,PROD_2230,SELL_821,5,2023-02-15,12.79,192.89,Credit Card,8551.1,Cancelled,3
ORD_6195,CUST_1859,PROD_967,SELL_171,5,2023-02-15,26.25,199.63,Cash on Delivery,7330.27,Delivered,4
ORD_6196,CUST_3132,PROD_3668,SELL_191,5,2023-02-15,12.47,198.39,Net Banking,4391.68,Cancelled,2
ORD_6197,CUST_1430,PROD_4007,SELL_257,3,2023-02-15,18.31,28.2,Debit Card,4887.55,Delivered,5
ORD_6198,CUST_118,PROD_8601,SELL_271,1,2023-02-15,16.46,198.48,Cash on Delivery,-33.77,Cancelled,3
ORD_6199,CUST_4788,PROD_5325,SELL_302,1,2023-02-15,30.89,55.49,Cash on Delivery,277.01,Pending,3
ORD_6200,CUST_2649,PROD_3534,SELL_14,5,2023-02-15,9.94,145.14,Credit Card,9147.0,Pending,5
ORD_6201,CUST_1015,PROD_4108,SELL_890,4,2023-02-15,38.59,166.5,Debit Card,1135.01,Pending,1
ORD_6202,CUST_2063,PROD_5120,SELL_209,4,2023-02-15,6.15,101.91,Credit Card,2404.08,Delivered,5
ORD_6203,CUST_1214,PROD_6535,SELL_614,1,2023-02-15,41.95,111.09,Cash on Delivery,940.19,Cancelled,5
ORD_6204,CUST_4533,PROD_5240,SELL_168,2,2023-02-15,36.71,70.41,Cash on Delivery,400.66,Cancelled,2
ORD_6205,CUST_773,PROD_6964,SELL_471,2,2023-02-15,5.05,134.59,Credit Card,2603.18,Pending,3
ORD_6206,CUST_3734,PROD_180,SELL_87,4,2023-02-15,7.54,191.3,Debit Card,6032.68,Cancelled,1
ORD_6207,CUST_2916,PROD_3894,SELL_64,4,2023-02-15,9.17,66.35,Debit Card,2609.94,Delivered,5
ORD_6208,CUST_4290,PROD_9595,SELL_621,2,2023-02-15,15.59,103.01,Net Banking,3820.24,Delivered,5
ORD_6209,CUST_2248,PROD_8167,SELL_385,4,2023-02-15,2.69,18.26,Cash on Delivery,3627.71,Pending,4
ORD_6210,CUST_3514,PROD_1700,SELL_132,1,2023-02-15,7.97,198.15,Net Banking,94.31,Delivered,5
ORD_6211,CUST_4991,PROD_5869,SELL_613,5,2023-02-15,40.17,198.86,Cash on Delivery,4040.26,Delivered,3
ORD_6212,CUST_1547,PROD_669,SELL_42,3,2023-02-15,45.32,23.39,Debit Card,3453.78,Delivered,2
ORD_6213,CUST_2731,PROD_760,SELL_786,1,2023-02-15,25.63,45.6,Net Banking,702.72,Cancelled,3
ORD_6214,CUST_4654,PROD_8085,SELL_102,4,2023-02-15,15.73,158.36,Cash on Delivery,7078.45,Delivered,4
ORD_6215,CUST_2428,PROD_3116,SELL_536,1,2023-02-15,43.38,106.74,Debit Card,1003.82,Cancelled,4
ORD_6216,CUST_4330,PROD_2861,SELL_459,1,2023-02-15,44.79,188.23,Debit Card,1020.93,Delivered,1
ORD_6217,CUST_3291,PROD_7063,SELL_770,5,2023-02-15,24.78,87.03,Credit Card,204.45,Cancelled,5
ORD_6218,CUST_4610,PROD_5095,SELL_903,2,2023-02-15,15.54,100.57,UPI,1398.37,Pending,5
ORD_6219,CUST_2928,PROD_6104,SELL_748,2,2023-02-15,36.76,171.9,Cash on Delivery,816.12,Pending,1
ORD_6220,CUST_1905,PROD_2960,SELL_519,3,2023-02-15,11.47,182.78,UPI,4670.0,Cancelled,1
ORD_6221,CUST_4845,PROD_985,SELL_402,4,2023-02-15,17.29,40.85,Credit Card,6344.08,Delivered,5
ORD_6222,CUST_1820,PROD_4276,SELL_342,2,2023-02-15,36.62,126.28,Debit Card,3015.18,Cancelled,1
ORD_6223,CUST_1674,PROD_4737,SELL_105,2,2023-02-15,25.32,161.79,Debit Card,167.51,Cancelled,3
ORD_6224,CUST_1164,PROD_6995,SELL_869,3,2023-02-15,19.36,186.05,Cash on Delivery,399.65,Delivered,4
ORD_6225,CUST_1008,PROD_8896,SELL_827,3,2023-02-15,15.42,113.54,Cash on Delivery,5450.53,Delivered,1
ORD_6226,CUST_1,PROD_997,SELL_650,3,2023-02-15,49.11,155.55,UPI,277.95,Delivered,3
ORD_6227,CUST_3055,PROD_9480,SELL_757,3,2023-02-15,41.74,138.31,UPI,4487.79,Cancelled,1
ORD_6228,CUST_43,PROD_5514,SELL_708,4,2023-02-15,42.04,171.51,Net Banking,4068.37,Cancelled,3
ORD_6229,CUST_4377,PROD_2846,SELL_810,4,2023-02-15,33.18,83.01,Net Banking,2657.37,Pending,1
ORD_6230,CUST_4784,PROD_8744,SELL_763,4,2023-02-15,44.78,150.77,Cash on Delivery,5917.61,Pending,2
ORD_6231,CUST_1518,PROD_5755,SELL_528,3,2023-02-15,43.0,169.3,UPI,822.51,Delivered,4
ORD_6232,CUST_69,PROD_7571,SELL_752,4,2023-02-15,3.21,73.31,UPI,372.06,Pending,2
ORD_6233,CUST_3841,PROD_6742,SELL_912,3,2023-02-15,25.61,54.72,Credit Card,4137.38,Cancelled,2
ORD_6234,CUST_1183,PROD_9523,SELL_510,4,2023-02-15,30.05,196.95,UPI,2158.18,Cancelled,4
ORD_6235,CUST_1179,PROD_3254,SELL_653,5,2023-02-15,36.88,37.2,Cash on Delivery,7813.98,Delivered,4
ORD_6236,CUST_4713,PROD_6327,SELL_3,5,2023-02-15,16.96,63.85,Cash on Delivery,9119.51,Pending,2
ORD_6237,CUST_1807,PROD_7908,SELL_482,5,2023-02-15,29.7,120.55,Debit Card,502.0,Delivered,1
ORD_6238,CUST_2971,PROD_1366,SELL_182,5,2023-02-15,45.1,33.1,Cash on Delivery,3335.3,Delivered,5
ORD_6239,CUST_2341,PROD_8992,SELL_711,5,2023-02-15,4.47,88.06,Cash on Delivery,9904.86,Pending,2
ORD_6240,CUST_2928,PROD_3048,SELL_200,2,2023-02-15,43.94,81.49,Debit Card,2738.37,Cancelled,4
ORD_6241,CUST_3762,PROD_1523,SELL_810,1,2023-02-15,6.8,199.68,Net Banking,1708.47,Cancelled,5
ORD_6242,CUST_1782,PROD_5820,SELL_333,3,2023-02-15,7.35,90.23,Cash on Delivery,2111.29,Cancelled,1
ORD_6243,CUST_207,PROD_965,SELL_648,4,2023-02-15,49.87,185.22,Cash on Delivery,898.33,Cancelled,3
ORD_6244,CUST_3730,PROD_3655,SELL_16,2,2023-02-15,37.82,177.89,Credit Card,1875.41,Delivered,5
ORD_6245,CUST_36,PROD_5980,SELL_179,2,2023-02-15,16.64,172.56,Debit Card,2041.44,Pending,2
ORD_6246,CUST_4124,PROD_4107,SELL_702,1,2023-02-15,45.03,129.35,Credit Card,846.89,Cancelled,4
ORD_6247,CUST_4864,PROD_7490,SELL_118,1,2023-02-15,49.75,4.27,Net Banking,1682.31,Pending,2
ORD_6248,CUST_344,PROD_8880,SELL_320,3,2023-02-15,21.76,115.22,Net Banking,5718.5,Pending,4
ORD_6249,CUST_3070,PROD_7502,SELL_321,5,2023-02-15,28.97,173.49,Credit Card,5470.33,Pending,2
ORD_6250,CUST_2596,PROD_6080,SELL_816,2,2023-02-15,3.96,174.43,UPI,3064.93,Cancelled,3
ORD_6251,CUST_4508,PROD_4730,SELL_788,4,2023-02-15,31.59,143.72,Debit Card,7103.19,Delivered,1
ORD_6252,CUST_2128,PROD_1928,SELL_360,5,2023-02-15,24.69,92.62,Debit Card,1759.57,Cancelled,3
ORD_6253,CUST_4193,PROD_6301,SELL_719,1,2023-02-15,36.95,105.94,UPI,1331.96,Pending,2
ORD_6254,CUST_2394,PROD_9166,SELL_154,3,2023-02-15,37.31,99.76,Net Banking,3241.72,Delivered,3
ORD_6255,CUST_4579,PROD_6459,SELL_97,2,2023-02-15,10.75,61.35,Credit Card,842.14,Cancelled,2
ORD_6256,CUST_1627,PROD_2587,SELL_445,3,2023-02-15,17.61,187.14,Cash on Delivery,904.83,Delivered,2
ORD_6257,CUST_2872,PROD_2404,SELL_606,2,2023-02-15,24.55,140.83,Credit Card,3740.48,Delivered,1
ORD_6258,CUST_332,PROD_9260,SELL_692,2,2023-02-15,38.92,36.69,Cash on Delivery,3534.61,Pending,1
ORD_6259,CUST_563,PROD_5498,SELL_712,2,2023-02-15,32.13,57.81,Net Banking,3342.16,Delivered,3
ORD_6260,CUST_1288,PROD_6855,SELL_800,4,2023-02-15,8.46,0.49,Credit Card,6487.41,Cancelled,5
ORD_6261,CUST_2287,PROD_5328,SELL_777,3,2023-02-15,4.83,154.78,Cash on Delivery,2663.81,Pending,3
ORD_6262,CUST_3687,PROD_6782,SELL_472,3,2023-02-15,4.96,30.89,Credit Card,5747.84,Delivered,2
ORD_6263,CUST_4281,PROD_1281,SELL_858,3,2023-02-15,45.26,131.33,UPI,286.65,Delivered,3
ORD_6264,CUST_4279,PROD_7255,SELL_52,4,2023-02-15,46.23,16.58,Net Banking,4876.81,Delivered,1
ORD_6265,CUST_2960,PROD_7633,SELL_582,5,2023-02-15,38.02,89.12,UPI,2910.9,Pending,1
ORD_6266,CUST_4420,PROD_1653,SELL_903,2,2023-02-15,7.84,53.16,Debit Card,2912.92,Delivered,2
ORD_6267,CUST_1028,PROD_424,SELL_453,2,2023-02-15,49.17,129.57,Debit Card,3219.72,Pending,4
ORD_6268,CUST_951,PROD_5384,SELL_895,3,2023-02-15,16.66,142.63,Net Banking,678.63,Cancelled,2
ORD_6269,CUST_3093,PROD_6135,SELL_513,3,2023-02-15,28.36,58.0,Debit Card,208.98,Delivered,2
ORD_6270,CUST_4572,PROD_8213,SELL_276,1,2023-02-15,30.0,66.13,Cash on Delivery,1929.6,Delivered,4
ORD_6271,CUST_2646,PROD_3541,SELL_121,5,2023-02-15,46.2,166.54,Net Banking,9414.56,Delivered,1
ORD_6272,CUST_4629,PROD_3403,SELL_337,2,2023-02-15,15.83,136.62,Cash on Delivery,1213.89,Delivered,3
ORD_6273,CUST_3829,PROD_2655,SELL_847,4,2023-02-15,33.97,50.54,Credit Card,728.43,Pending,1
ORD_6274,CUST_349,PROD_2803,SELL_834,1,2023-02-15,23.47,140.35,Cash on Delivery,1186.82,Delivered,1
ORD_6275,CUST_3872,PROD_4177,SELL_373,2,2023-02-15,24.59,135.92,Net Banking,2772.07,Pending,3
ORD_6276,CUST_2095,PROD_6900,SELL_724,5,2023-02-15,47.1,164.27,Credit Card,5201.18,Pending,2
ORD_6277,CUST_2771,PROD_2415,SELL_664,3,2023-02-15,39.68,131.68,Cash on Delivery,53.05,Cancelled,1
ORD_6278,CUST_1433,PROD_8613,SELL_223,5,2023-02-15,49.79,73.66,Debit Card,2818.98,Delivered,1
ORD_6279,CUST_1036,PROD_7372,SELL_448,3,2023-02-15,16.77,145.01,Debit Card,3841.03,Pending,5
ORD_6280,CUST_2173,PROD_5714,SELL_793,4,2023-02-15,45.23,184.63,Debit Card,5203.44,Delivered,5
ORD_6281,CUST_775,PROD_464,SELL_216,4,2023-02-15,49.42,190.11,Cash on Delivery,7622.95,Cancelled,4
ORD_6282,CUST_1324,PROD_6906,SELL_457,1,2023-02-15,8.31,95.55,Credit Card,868.98,Pending,2
ORD_6283,CUST_3412,PROD_8900,SELL_380,1,2023-02-15,49.15,173.65,Cash on Delivery,1752.67,Pending,2
ORD_6284,CUST_3490,PROD_6902,SELL_126,1,2023-02-15,15.68,156.77,Net Banking,393.24,Cancelled,1
ORD_6285,CUST_3574,PROD_4117,SELL_614,4,2023-02-15,8.04,89.37,Net Banking,2751.67,Pending,3
ORD_6286,CUST_1665,PROD_3902,SELL_780,1,2023-02-15,43.05,72.16,Net Banking,646.38,Pending,1
ORD_6287,CUST_3060,PROD_5849,SELL_926,2,2023-02-15,48.98,160.79,UPI,262.31,Cancelled,3
ORD_6288,CUST_3832,PROD_9543,SELL_220,1,2023-02-15,22.82,124.13,Cash on Delivery,719.92,Pending,4
ORD_6289,CUST_3530,PROD_601,SELL_361,3,2023-02-15,27.99,166.22,Cash on Delivery,2018.65,Cancelled,5
ORD_6290,CUST_747,PROD_6595,SELL_201,3,2023-02-15,12.3,79.92,Cash on Delivery,4677.66,Delivered,2
ORD_6291,CUST_4902,PROD_5916,SELL_184,5,2023-02-15,34.34,129.39,Net Banking,9731.3,Delivered,1
ORD_6292,CUST_4273,PROD_3838,SELL_626,4,2023-02-15,33.28,125.73,UPI,6910.43,Pending,1
ORD_6293,CUST_4637,PROD_864,SELL_405,5,2023-02-15,10.72,149.33,Net Banking,7380.49,Cancelled,2
ORD_6294,CUST_774,PROD_6892,SELL_726,5,2023-02-15,32.02,60.75,Net Banking,423.52,Cancelled,5
ORD_6295,CUST_980,PROD_8961,SELL_352,3,2023-02-15,13.3,68.71,Cash on Delivery,4275.66,Cancelled,3
ORD_6296,CUST_4910,PROD_2234,SELL_735,3,2023-02-15,45.41,103.69,Cash on Delivery,1453.48,Delivered,5
ORD_6297,CUST_2391,PROD_8521,SELL_765,3,2023-02-15,24.96,57.02,UPI,833.32,Pending,2
ORD_6298,CUST_3077,PROD_2542,SELL_928,4,2023-02-15,49.24,104.32,Net Banking,633.24,Delivered,4
ORD_6299,CUST_4611,PROD_9130,SELL_412,4,2023-02-15,16.84,189.45,UPI,3934.51,Delivered,3
ORD_6300,CUST_282,PROD_4137,SELL_699,2,2023-02-15,29.22,141.75,Credit Card,1619.43,Cancelled,1
ORD_6301,CUST_491,PROD_6797,SELL_542,1,2023-02-15,15.57,46.29,Debit Card,759.67,Delivered,5
ORD_6302,CUST_1586,PROD_9053,SELL_835,4,2023-02-15,6.34,172.46,Cash on Delivery,6804.4,Cancelled,5
ORD_6303,CUST_3145,PROD_8566,SELL_103,4,2023-02-15,11.97,75.05,Net Banking,71.08,Pending,2
ORD_6304,CUST_4666,PROD_5987,SELL_361,1,2023-02-15,29.26,194.1,Debit Card,538.39,Pending,5
ORD_6305,CUST_4262,PROD_8565,SELL_664,2,2023-02-15,25.44,128.72,Credit Card,2990.8,Delivered,2
ORD_6306,CUST_262,PROD_1444,SELL_92,4,2023-02-15,19.51,194.26,Credit Card,5755.21,Pending,4
ORD_6307,CUST_1330,PROD_1801,SELL_717,4,2023-02-15,11.34,38.2,UPI,2072.74,Pending,3
ORD_6308,CUST_1046,PROD_6555,SELL_728,4,2023-02-15,40.36,85.38,Net Banking,3516.42,Pending,3
ORD_6309,CUST_3525,PROD_9476,SELL_901,3,2023-02-15,28.26,137.68,UPI,2497.88,Delivered,4
ORD_6310,CUST_1168,PROD_4633,SELL_444,2,2023-02-15,3.07,28.74,UPI,2588.53,Pending,4
ORD_6311,CUST_4811,PROD_2983,SELL_582,2,2023-02-15,16.69,196.16,UPI,2730.17,Cancelled,4
ORD_6312,CUST_3329,PROD_4583,SELL_23,2,2023-02-15,45.56,78.11,UPI,2510.59,Delivered,5
ORD_6313,CUST_1026,PROD_3439,SELL_545,2,2023-02-15,21.99,15.89,Debit Card,3336.4,Cancelled,1
ORD_6314,CUST_1692,PROD_852,SELL_328,2,2023-02-15,41.09,122.23,Credit Card,1383.02,Delivered,3
ORD_6315,CUST_1123,PROD_7838,SELL_93,3,2023-02-15,28.64,33.53,UPI,841.74,Pending,1
ORD_6316,CUST_3525,PROD_8343,SELL_296,4,2023-02-15,20.73,150.46,UPI,3080.51,Pending,1
ORD_6317,CUST_2999,PROD_9791,SELL_927,3,2023-02-15,13.66,127.78,Cash on Delivery,1862.49,Pending,2
ORD_6318,CUST_2829,PROD_6208,SELL_755,2,2023-02-15,27.79,125.29,Cash on Delivery,2168.56,Pending,5
ORD_6319,CUST_3583,PROD_4858,SELL_77,2,2023-02-15,19.98,153.79,Net Banking,1499.77,Cancelled,3
ORD_6320,CUST_2394,PROD_4513,SELL_802,2,2023-02-16,13.62,69.11,UPI,3135.03,Cancelled,4
ORD_6321,CUST_3719,PROD_4834,SELL_977,2,2023-02-16,22.22,18.9,Debit Card,3328.46,Delivered,3
ORD_6322,CUST_4967,PROD_1143,SELL_926,3,2023-02-16,3.85,88.15,UPI,2260.29,Cancelled,3
ORD_6323,CUST_447,PROD_4528,SELL_531,5,2023-02-16,18.59,179.07,Net Banking,3467.47,Cancelled,1
ORD_6324,CUST_1428,PROD_837,SELL_353,1,2023-02-16,45.97,101.17,Credit Card,1090.81,Delivered,2
ORD_6325,CUST_1424,PROD_2336,SELL_368,5,2023-02-16,27.88,21.05,Cash on Delivery,8539.88,Delivered,5
ORD_6326,CUST_3262,PROD_8840,SELL_985,5,2023-02-16,28.18,170.94,Credit Card,5205.64,Cancelled,1
ORD_6327,CUST_2758,PROD_3165,SELL_557,1,2023-02-16,12.22,173.56,Credit Card,1328.97,Pending,2
ORD_6328,CUST_2787,PROD_7461,SELL_270,5,2023-02-16,22.15,147.56,Credit Card,7631.34,Cancelled,4
ORD_6329,CUST_1923,PROD_2015,SELL_306,5,2023-02-16,32.17,183.79,Debit Card,9232.23,Cancelled,3
ORD_6330,CUST_440,PROD_8021,SELL_928,1,2023-02-16,32.56,95.89,Credit Card,336.04,Pending,2
ORD_6331,CUST_972,PROD_1905,SELL_32,5,2023-02-16,20.02,66.59,Cash on Delivery,5796.28,Cancelled,3
ORD_6332,CUST_837,PROD_7030,SELL_123,3,2023-02-16,16.06,54.89,Net Banking,5207.24,Cancelled,2
ORD_6333,CUST_2887,PROD_2384,SELL_159,2,2023-02-16,16.96,136.29,Cash on Delivery,291.69,Cancelled,5
ORD_6334,CUST_4830,PROD_7446,SELL_345,5,2023-02-16,30.54,192.92,Net Banking,9406.62,Delivered,3
ORD_6335,CUST_1667,PROD_6731,SELL_105,3,2023-02-16,13.17,7.23,Cash on Delivery,1689.15,Cancelled,2
ORD_6336,CUST_4654,PROD_279,SELL_665,5,2023-02-16,26.59,182.03,Credit Card,3737.46,Cancelled,3
ORD_6337,CUST_2032,PROD_796,SELL_435,5,2023-02-16,36.74,133.63,Cash on Delivery,5148.61,Cancelled,1
ORD_6338,CUST_2342,PROD_1730,SELL_730,5,2023-02-16,23.13,53.14,Credit Card,6908.09,Cancelled,4
ORD_6339,CUST_149,PROD_4853,SELL_230,2,2023-02-16,15.72,50.18,UPI,3415.5,Pending,3
ORD_6340,CUST_558,PROD_4140,SELL_71,5,2023-02-16,28.64,51.04,Net Banking,860.0,Delivered,2
ORD_6341,CUST_1001,PROD_873,SELL_767,1,2023-02-16,2.79,115.34,UPI,1337.25,Delivered,5
ORD_6342,CUST_2423,PROD_4075,SELL_383,2,2023-02-16,42.68,66.33,Cash on Delivery,2980.27,Pending,4
ORD_6343,CUST_2488,PROD_8611,SELL_891,5,2023-02-16,49.53,32.65,Net Banking,1074.08,Cancelled,1
ORD_6344,CUST_3733,PROD_8094,SELL_412,2,2023-02-16,37.95,88.62,UPI,3218.99,Pending,1
ORD_6345,CUST_1115,PROD_9908,SELL_204,1,2023-02-16,44.8,111.9,Debit Card,871.26,Pending,3
ORD_6346,CUST_4504,PROD_8981,SELL_266,5,2023-02-16,27.31,160.35,Debit Card,2879.71,Pending,3
ORD_6347,CUST_2503,PROD_7339,SELL_557,5,2023-02-16,26.65,68.18,Net Banking,6979.72,Delivered,5
ORD_6348,CUST_1435,PROD_4786,SELL_302,5,2023-02-16,15.07,10.47,Net Banking,5068.6,Cancelled,5
ORD_6349,CUST_2971,PROD_714,SELL_438,1,2023-02-16,14.64,2.87,Credit Card,657.44,Delivered,3
ORD_6350,CUST_1773,PROD_9718,SELL_783,1,2023-02-16,49.1,31.37,UPI,966.5,Pending,5
ORD_6351,CUST_1398,PROD_2705,SELL_662,5,2023-02-16,42.68,158.9,Debit Card,6851.68,Cancelled,3
ORD_6352,CUST_3173,PROD_1837,SELL_469,4,2023-02-16,22.93,139.99,UPI,2585.78,Cancelled,4
ORD_6353,CUST_1356,PROD_8629,SELL_751,2,2023-02-16,3.76,117.57,Net Banking,1237.53,Delivered,3
ORD_6354,CUST_3443,PROD_4908,SELL_818,1,2023-02-16,22.95,16.6,Credit Card,307.93,Delivered,3
ORD_6355,CUST_4847,PROD_6298,SELL_110,5,2023-02-16,5.32,100.28,Credit Card,8243.84,Delivered,2
ORD_6356,CUST_2751,PROD_5433,SELL_730,5,2023-02-16,48.28,131.07,Credit Card,5349.31,Cancelled,1
ORD_6357,CUST_3621,PROD_2014,SELL_531,3,2023-02-16,27.54,164.43,Net Banking,4874.61,Pending,5
ORD_6358,CUST_4673,PROD_6021,SELL_481,2,2023-02-16,22.93,186.81,UPI,1115.56,Delivered,1
ORD_6359,CUST_3915,PROD_4579,SELL_54,2,2023-02-16,38.6,76.69,Debit Card,3831.21,Cancelled,3
